pf,N,m,T,sigma,cut,F-CS,F-kolafa,F-thol,F-mecke,F-gottschalk,F-hess,RDF_CS,RDF_LJ
2.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.501e+00,1.568e+00,1.498e+00,1.486e+00,1.442e+00,1.331e+00,1.758e+00,9.860e-01
2.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.331e+00,1.256e+00,1.273e+00,1.269e+00,1.268e+00,1.017e+00,1.758e+00,1.167e+00
2.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.222e+00,1.137e+00,1.181e+00,1.180e+00,1.180e+00,9.161e-01,1.758e+00,1.239e+00
2.200e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.598e+00,1.609e+00,1.546e+00,1.543e+00,1.450e+00,1.344e+00,1.875e+00,1.025e+00
2.200e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.410e+00,1.308e+00,1.336e+00,1.335e+00,1.330e+00,1.029e+00,1.875e+00,1.209e+00
2.200e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.291e+00,1.190e+00,1.241e+00,1.242e+00,1.240e+00,9.276e-01,1.875e+00,1.281e+00
2.400e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.706e+00,1.649e+00,1.606e+00,1.616e+00,1.453e+00,1.356e+00,2.005e+00,1.069e+00
2.400e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.497e+00,1.362e+00,1.408e+00,1.411e+00,1.399e+00,1.041e+00,2.005e+00,1.256e+00
2.400e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.366e+00,1.244e+00,1.308e+00,1.312e+00,1.306e+00,9.392e-01,2.005e+00,1.326e+00
2.600e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.823e+00,1.692e+00,1.681e+00,1.707e+00,1.449e+00,1.369e+00,2.147e+00,1.119e+00
2.600e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.592e+00,1.418e+00,1.490e+00,1.496e+00,1.477e+00,1.053e+00,2.147e+00,1.306e+00
2.600e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.447e+00,1.301e+00,1.382e+00,1.388e+00,1.379e+00,9.508e-01,2.147e+00,1.376e+00
2.800e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.953e+00,1.740e+00,1.774e+00,1.812e+00,1.440e+00,1.382e+00,2.304e+00,1.174e+00
2.800e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.695e+00,1.477e+00,1.582e+00,1.590e+00,1.563e+00,1.065e+00,2.304e+00,1.362e+00
2.800e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.535e+00,1.361e+00,1.463e+00,1.470e+00,1.459e+00,9.626e-01,2.304e+00,1.430e+00
3.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.096e+00,1.795e+00,1.887e+00,1.933e+00,1.423e+00,1.395e+00,2.478e+00,1.235e+00
3.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.808e+00,1.541e+00,1.685e+00,1.694e+00,1.660e+00,1.077e+00,2.478e+00,1.422e+00
3.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.630e+00,1.424e+00,1.552e+00,1.560e+00,1.547e+00,9.744e-01,2.478e+00,1.488e+00
3.200e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.254e+00,1.859e+00,2.020e+00,2.074e+00,1.398e+00,1.407e+00,2.671e+00,1.304e+00
3.200e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.932e+00,1.611e+00,1.799e+00,1.809e+00,1.768e+00,1.089e+00,2.671e+00,1.489e+00
3.200e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.735e+00,1.493e+00,1.650e+00,1.657e+00,1.643e+00,9.863e-01,2.671e+00,1.551e+00
3.400e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.431e+00,1.936e+00,2.177e+00,2.238e+00,1.364e+00,1.421e+00,2.887e+00,1.380e+00
3.400e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.069e+00,1.688e+00,1.927e+00,1.937e+00,1.887e+00,1.102e+00,2.887e+00,1.562e+00
3.400e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.849e+00,1.567e+00,1.758e+00,1.764e+00,1.749e+00,9.983e-01,2.887e+00,1.619e+00
3.600e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.627e+00,2.027e+00,2.360e+00,2.425e+00,1.321e+00,1.434e+00,3.128e+00,1.466e+00
3.600e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.220e+00,1.774e+00,2.069e+00,2.079e+00,2.020e+00,1.114e+00,3.128e+00,1.642e+00
3.600e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.975e+00,1.647e+00,1.876e+00,1.882e+00,1.864e+00,1.010e+00,3.128e+00,1.693e+00
3.800e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.847e+00,2.135e+00,2.569e+00,2.637e+00,1.267e+00,1.447e+00,3.399e+00,1.561e+00
3.800e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.387e+00,1.870e+00,2.226e+00,2.237e+00,2.168e+00,1.127e+00,3.399e+00,1.729e+00
3.800e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.113e+00,1.735e+00,2.006e+00,2.011e+00,1.990e+00,1.023e+00,3.399e+00,1.772e+00
4.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.093e+00,2.263e+00,2.808e+00,2.876e+00,1.202e+00,1.460e+00,3.704e+00,1.668e+00
4.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.572e+00,1.977e+00,2.400e+00,2.412e+00,2.331e+00,1.140e+00,3.704e+00,1.824e+00
4.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.265e+00,1.830e+00,2.146e+00,2.153e+00,2.127e+00,1.035e+00,3.704e+00,1.858e+00
4.200e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.371e+00,2.409e+00,3.074e+00,3.143e+00,1.125e+00,1.474e+00,4.049e+00,1.787e+00
4.200e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.778e+00,2.096e+00,2.590e+00,2.604e+00,2.511e+00,1.153e+00,4.049e+00,1.929e+00
4.200e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.432e+00,1.935e+00,2.298e+00,2.307e+00,2.277e+00,1.047e+00,4.049e+00,1.951e+00
4.400e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.686e+00,2.576e+00,3.371e+00,3.440e+00,1.034e+00,1.487e+00,4.442e+00,1.921e+00
4.400e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.009e+00,2.227e+00,2.798e+00,2.815e+00,2.709e+00,1.165e+00,4.442e+00,2.042e+00
4.400e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.618e+00,2.048e+00,2.463e+00,2.474e+00,2.439e+00,1.060e+00,4.442e+00,2.050e+00
4.600e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,4.043e+00,2.763e+00,3.701e+00,3.769e+00,9.296e-01,1.501e+00,4.890e+00,2.070e+00
4.600e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.268e+00,2.371e+00,3.025e+00,3.045e+00,2.927e+00,1.178e+00,4.890e+00,2.166e+00
4.600e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.825e+00,2.171e+00,2.641e+00,2.656e+00,2.615e+00,1.072e+00,4.890e+00,2.155e+00
4.800e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,4.452e+00,2.969e+00,4.065e+00,4.134e+00,8.095e-01,1.515e+00,5.405e+00,2.237e+00
4.800e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.559e+00,2.528e+00,3.273e+00,3.295e+00,3.165e+00,1.192e+00,5.405e+00,2.300e+00
4.800e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.056e+00,2.303e+00,2.835e+00,2.851e+00,2.806e+00,1.085e+00,5.405e+00,2.267e+00
5.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,4.922e+00,3.192e+00,4.468e+00,4.536e+00,6.730e-01,1.529e+00,6.000e+00,2.424e+00
5.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.888e+00,2.696e+00,3.544e+00,3.566e+00,3.426e+00,1.205e+00,6.000e+00,2.444e+00
5.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.315e+00,2.444e+00,3.044e+00,3.062e+00,3.013e+00,1.097e+00,6.000e+00,2.383e+00
